title,home,keywords,publisher,country,classification,subjects
International Journal of Nanomedicine,https://www.dovepress.com/international-journal-of-nanomedicine-journal,"nanomedicine, nanotechnology",Dove Medical Press,United Kingdom,R5-920,Medicine: Medicine (General)
International Journal of Naval Architecture and Ocean Engineering,https://www.journals.elsevier.com/international-journal-of-naval-architecture-and-ocean-engineering/,"ocean engineering, ships, offshore plants, marine engineering, naval architecture",Elsevier,Netherlands,TC1501-1800|VM1-989,Technology: Ocean engineering | Naval Science: Naval architecture. Shipbuilding. Marine engineering
International Journal of Neonatal Screening,https://www.mdpi.com/journal/ijns,"neonatal screening, target diseases, early diagnosis, genetic screening, newborn screening",MDPI AG,Switzerland,RJ1-570,Medicine: Pediatrics
International Journal of Nephrology,https://www.hindawi.com/journals/ijn/,"nephrology, kidney diseases, kidney",Hindawi Limited,United Kingdom,RC870-923,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the genitourinary system. Urology
International Journal of Nephrology and Renovascular Disease,https://www.dovepress.com/international-journal-of-nephrology-and-renovascular-disease-journal,"kidney disease, renovascular disease, dialysis, kidney transplant",Dove Medical Press,United Kingdom,RC870-923,Medicine: Internal medicine: Specialties of internal medicine: Diseases of the genitourinary system. Urology
International Journal of Networked and Distributed Computing (IJNDC),https://www.atlantis-press.com/journals/ijndc,"collaborative computing, software systems, networked computing, distributed computing, communication protocols",Atlantis Press,France,QA75.5-76.95,Science: Mathematics: Instruments and machines: Electronic computers. Computer science
International Journal of Neuropsychopharmacology,https://academic.oup.com/ijnp,"neuropsychopharmacology, neuroimaging, neuropsychology, psychiatry, pharmacology, psychoneuroendocrinology",Oxford University Press,United Kingdom,RM1-950|RC321-571,Medicine: Therapeutics. Pharmacology | Medicine: Internal medicine: Neurosciences. Biological psychiatry. Neuropsychiatry
International Journal of New Chemistry,http://www.ijnc.ir/,"nano chemistry, applied chemistry, analytical chemistry, physical chemistry, inorganic chemistry, organic chemistry",Iranian Chemical Science  and Technologies Association,"Iran, Islamic Republic of",QD1-999,Science: Chemistry
International Journal of Noncommunicable Diseases,http://www.ijncd.org,"epidemiology, public health, nutrition, health promotion, non-communicable diseases",Wolters Kluwer Medknow Publications,India,RC581-951,Medicine: Internal medicine: Specialties of internal medicine
International Journal of Nuclear Security,http://trace.tennessee.edu/ijns,"nuclear security, nuclear security education, policy, law, international, government",Institute for Nuclear Security,United States,TK9001-9401,Technology: Electrical engineering. Electronics. Nuclear engineering: Nuclear engineering. Atomic power
International Journal of Nursing Sciences,http://www.journals.elsevier.com/international-journal-of-nursing-sciences/,"nursing, health care, nurses, nursing education",Elsevier,Singapore,RT1-120,Medicine: Nursing
International Journal of Nursing Studies Advances,https://www.journals.elsevier.com/international-journal-of-nursing-studies-advances/,"health care delivery, nursing, midwifery",Elsevier,United Kingdom,RT1-120,Medicine: Nursing
International Journal of Nutrition Sciences,http://ijns.sums.ac.ir,"animal nutrition, molecular nutrition, nutrition, human nutrition",Shiraz University of Medical Sciences,"Iran, Islamic Republic of",RC620-627,Medicine: Internal medicine: Specialties of internal medicine: Nutritional diseases. Deficiency diseases
International Journal of Occupational and Environment Safety,https://ijooes.fe.up.pt/,"occupational safety, occupational hygiene, environmental safety, industrial hygiene",Faculty of Engineering of University of Porto,Portugal,T55-55.3|HD7260-7780.8,Technology: Technology (General): Industrial directories: Industrial safety. Industrial accident prevention | Social Sciences: Industries. Land use. Labor: Labor. Work. Working class: Industrial hygiene. Industrial welfare
International Journal of Occupational Hygiene,https://ijoh.tums.ac.ir,"occupational health, quality of life, environment, workplaces",Tehran University of Medical Sciences,"Iran, Islamic Republic of",TD1-1066,Technology: Environmental technology. Sanitary engineering
International Journal of Occupational Medicine and Environmental Health,http://ijomeh.eu/,"occupational diseases, occupational health, environmental exposure, environmental health, occupational medicine, toxicology",Nofer Institute of Occupational Medicine,Poland,R,Medicine
International Journal of Occupational Safety and Health,https://www.nepjol.info/index.php/IJOSH,"health & safety, occupational health, workplace hazards",Occupational Health and Safety Society of Nepal,Nepal,RA1-1270,Medicine: Public aspects of medicine
International Journal of Ocean and Climate Systems,https://journals.sagepub.com/home/ocs,"fisheries, desalination, ocean science, climate, ocean resources, ocean systems",SAGE Publishing,United Kingdom,TC1501-1800|GC1-1581,Technology: Ocean engineering | Geography. Anthropology. Recreation: Oceanography
International Journal of Odonatology,https://worlddragonfly.org/ijo/,"odonata, dragonfly, damselfly, anisoptera, zygoptera",Worldwide Dragonfly Association,United Kingdom,QH301-705.5|QH1-199.5,"Science: Biology (General) | Science: Natural history (General): General. Including nature conservation, geographical distribution"
International Journal of One Health,http://www.onehealthjournal.org,"one health, zoonoses, environmental health, global health, antimicrobial resistance, foodborne pathogens",Veterinary World,India,R|R5-920,Medicine: Medicine (General)
International Journal of Online and Biomedical Engineering,http://i-joe.org,"virtual instrumentation, remote engineering, simulations, biomedical engineering",International Association of Online Engineering (IAOE),Germany,R858-859.7,Medicine: Medicine (General): Computer applications to medicine. Medical informatics
International Journal of Operations Research,http://www.orstw.org.tw/ijor/index.html,"operations research, management science",Operations research society of Taiwan,"Taiwan, Province of China",TS155-194|HD28-70|HF5001-6182,Technology: Manufactures: Production management. Operations management | Social Sciences: Industries. Land use. Labor: Management. Industrial management | Social Sciences: Commerce: Business
International Journal of Ophthalmology,http://www.ijo.cn/gjyken/ch/index.aspx,ophthalmology,Press of International Journal of Ophthalmology (IJO PRESS),China,RE1-994,Medicine: Ophthalmology
International Journal of Optics,https://www.hindawi.com/journals/ijo/,optics,Hindawi Limited,United Kingdom,QC350-467,Science: Physics: Optics. Light
International Journal of Optomechatronics,http://www.tandfonline.com/UOPT,"optomechanics, optofluidics, engineering, adaptive optics",Taylor & Francis Group,United States,TA401-492|TA1501-1820,Technology: Electrical engineering. Electronics. Nuclear engineering: Materials of engineering and construction. Mechanics of materials | Technology: Engineering (General). Civil engineering (General): Applied optics. Photonics
International Journal of Oral Science,http://www.nature.com/ijos/index.html,"oral surgery and medicine, dentistry, oral microbiology, oral and maxillofacial oncology, cariology, dental material",Nature Publishing Group,United Kingdom,RK1-715,Medicine: Dentistry
International Journal of Organ Transplantation Medicine,http://www.ijotm.com/,"organ transplantation, organ donation, surgical techniques, immunosuppressive drugs, genomics, immunobiology",Shiraz University of Medical Sciences,"Iran, Islamic Republic of",R,Medicine
International Journal of Orientation & Mobility,https://www.exeley.com/journal/International_Journal_of_Orientation_and_Mobility,"rehabilitation, assistive technology, blindness, vision impairment",Exeley Inc.,United States,R|HV1-9960,Medicine | Social Sciences: Social pathology. Social and public welfare. Criminology
International Journal of Otolaryngology,https://www.hindawi.com/journals/ijoto/,"otolaryngology, head and neck surgery, rhinology, otology, neurotology, facial plastic surgery",Hindawi Limited,United Kingdom,RF1-547|RD1-811,Medicine: Otorhinolaryngology | Medicine: Surgery
International Journal of Particle Therapy,http://theijpt.org,"particle therapy, proton therapy, light-ion therapy, heavy charged-particle therapy",Particle Therapy Co-operative Group,United States,R895-920|QC770-798,Medicine: Medicine (General): Medical physics. Medical radiology. Nuclear medicine | Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
International Journal of Pedagogy and Teacher Education,https://jurnal.uns.ac.id/ijpte,"teacher education, teacher training, pedagogy, technology use in education, innovation in teaching, course development",Universitas Sebelas Maret,Indonesia,L7-991,Education: Education (General)
